project,issue_key,issue_type,score,score_reason,review_action,review_note,summary,description
TISTUD,TISTUD-5313,Story,7,+2:migration; +1:module; +1:component; +1:service,KEEP,,"""When migrating app from Ti Studio to AppC Studio, detect ACS component and provide options""","""""""When importing an app from Ti Studio workspace over to AppC Studio, detect any ACS components e.g. Push, Cloud module etc. and prompt user for whether they want to keep the services as is in the Community cloud, or migrate over to Enterprise cloud.  If the latter then this prompts for their credentials again to validate and then kicks off a backend script to update the project configuration to point to ACS services on enterprise cloud and kickoff backend service to move app ACS objects over t"
XD,XD-719,Story,7,+2:refactor; +2:integration; +1:module,KEEP,,"""Refactor the file source module to have lib/config directories""","""""""Convert a simple module, such as file, to further test that what was done in the previous story, “Use ParentLastClassLoader to create the Modules ApplicationContext.” works as expected.  *Implementation Suggestions*  Remove from build.gradle the dependency on spring-integration-file and place that jar inside a directory  ./modules/source/file/lib   place the current file.xml inside ./modules/source/file/config  *How to verify it works.*  1. Running tests that currently use the file source, e."
CWD,CWD-3523,Suggestion,7,+2:rest api; +1:api; +1:database; +1:interface,KEEP,,"""Include user created_date and updated_date information to User Interface""","""""""It'd be helpful for auditing purposes if Crowd displayed the account creation date or last updated date for users on its ['User Browser' interface|https://confluence.atlassian.com/display/CROWD/Using+the+User+Browser] or even via [REST API|https://developer.atlassian.com/display/CROWDDEV/Crowd+REST+Resources#CrowdRESTResources-UserResource].    h3. Workaround  At this point, it's only possible to retrieve such information on Crowd's database. There are timestamps for both operations in the {{"
CWD,CWD-3487,Suggestion,7,+3:saml; +2:integration,KEEP,,"""Remove requirement for JDK 1.5 from crowd-integration-saml""",
FE,FE-4758,Suggestion,7,+2:indexing; +2:rest api; +1:api,KEEP,,"""Allow disabling repository polling using the REST API or a global setting""","""""""This is useful for customers that use [Commit Hooks|https://confluence.atlassian.com/display/FISHEYE/Configuring+commit+hooks] to trigger incremental repository polling and have thousands of repositories.  Ideally, when the first incremental indexing is triggered by a hook the polling at the repository level would be disabled automatically and a global setting for repositories where the indexing is triggered by a hook would be applied."""""""
JRACLOUD,JRACLOUD-34016,Suggestion,7,+2:authentication; +2:rest api; +1:api,KEEP,,"""Distinguish 403 error from REST authentication""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-34016].   {panel}  h3. Current behaviour  When the HTTP 403 error is thrown via REST API, there is no way to distinguish when a """"""""usual"""""""" failed login attempt has occurred. In both cases (wrong credentials or maximum login attempt) JIRA retrieves HTTP 403 error.  h3. Expected behaviour  We want a different error message w"
XD,XD-475,Improvement,7,+3:kafka; +2:integration,KEEP,,"""Avro sink for HDFS""","""""""We need a sink that can write data in Avro serialized format. This story is for investigating what we would need to do to support that. The Spring Integration Kafka adapter provides Avro support for Kafka."""""""
JSWSERVER,JSWSERVER-14531,Suggestion,7,+3:oauth; +2:connector,KEEP,,"""While trying to connect to github through the connector in JIRA, I get error as 'Invalid user/team account'""","""""""After Github OAUTH settings adding Client ID/secret, While trying to connect to github through the DVCS connector in JIRA, I get error as 'Invalid user/team account'. screenshot attached. """""""
JSWCLOUD,JSWCLOUD-14531,Suggestion,7,+3:oauth; +2:connector,KEEP,,"""While trying to connect to github through the connector in JIRA, I get error as 'Invalid user/team account'""","""""""After Github OAUTH settings adding Client ID/secret, While trying to connect to github through the DVCS connector in JIRA, I get error as 'Invalid user/team account'. screenshot attached. """""""
XD,XD-434,Story,7,+2:rest api; +1:api; +1:plugin; +1:module,KEEP,,"""Consider removing the Topic/Queues when deleting the Stream""","""""""As a user, I'd like to have the option to delete the queues/topics so that we can include an _optional_ attribute as part of the stream destroy command to also clean-up the associated queues/topics.  *Notes:* * Spring-AMQP {{RabbitAdmin}} now has a {{getQueueProperties()}} method which returns the number of consumers so it may be possible to use it for this purpose. * Consider the possibility of _producers_ and/or _queues_ still containing data * Consider the scenario even after the topics/qu"
XD,XD-249,Story,7,+2:client library; +2:rest api; +1:api,KEEP,,"""Initial client library for XD REST API""","""""""Need to create a basic client library to provide easier access to the XD REST API. """""""
XD,XD-248,Story,7,+2:client library; +2:rest api; +1:api,KEEP,,"""Provide a Spring Shell implementation for XD""","""""""Need to create a basic Spring Shell implementation to provide easier access to the XD REST API via an XD REST API Client library. """""""
CONFCLOUD,CONFCLOUD-28959,Suggestion,7,+3:architecture; +1:plugin; +1:component,KEEP,,"""Logged User Search Queries on Confluence""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-28959].   {panel}  h4. Request Background  Currently, Confluence does not provide the ability to logged search queries run by users. Having this information will allow administrator to compile data such as the necessary content that is not in Confluence yet.  This will also help to arrange the information architecture to "
APSTUD,APSTUD-7809,Story,7,+2:sdk; +2:async; +1:module,KEEP,,"""Unable to find command """"build""""""","""""""I just downloaded <USER>on my new MacBookPro and opened a project that worked on my old laptop. This app is in the appstore, so it leads me to believe it's not my app. When I try and run on the Simulator I get this message:    [ERROR] :  TypeError: Arguments to path.join must be strings      at path.js:360:15      at Array.filter (native)      at exports.join (path.js:358:36)      at exports.detect (/Users/tjstalcup/Library/Application Support/Titanium/mobilesdk/osx/3.0.2.GA/node_modules/n"
CONFCLOUD,CONFCLOUD-28819,Suggestion,7,+3:sso; +2:authentication,KEEP,,"""Redirect to Crowd when a user have his password expired""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-28819].   {panel}  When they expire and users attempt to log in to Confluence or Jira they are not redirected to the Crowd Console.  It also appears that users are not able to reset their expired passwords but have to use the """"""""Forgot Password"""""""" link.   A problem with this is some users do not have access to their ema"
CWD,CWD-3239,Support Request,7,+3:sso; +2:authentication; +2:connector,KEEP,,"""apache crowd 2.0.2 SSO not working""","""""""We are attempting to use the apache crowd connector for SSO.    We have specifically set the SSO apache variables to On, even though they default that way.    It will do regular authentication, but does not create a cookie for SSO, or use an existing one.    The domain of the app is definitely the same as the domain configured for SSO in Crowd.  Other apps on the same domain are able to use (non-apache) SSO properly."""""""
MDL,MDL-38740,Improvement,7,+2:integration; +1:api; +1:interface; +1:plugin,KEEP,,"""merge moodle/lib/thirdpartylibs.xml and other core dependencies into composer dependency management system""","""""""Composer is a dependency manager that we've included into core now to support phpunit and behat. (See /composer.json and MDL-36701)    This idea is to consider if this dependency management can be extracted out of moodle (there is /lib/thirdpartylibs.xml , perhaps admin/environment.xml too that stores these dependencies of moodle core).    These core dependencies could then be added onto (by plugins or master branch) and managed as a whole (by composer) when considering added libraries from p"
BAM,BAM-12790,Suggestion,7,+2:rest api; +1:api; +1:endpoint; +1:service,KEEP,,"""Extend Labels Service REST API to List Specific Plan Builds by Label""","""""""The Labels Service allows you to see all builds with a specific label, such as """"""""release"""""""":    [http://bamboo/browse/label/release]    However, if there are a lot of labeled builds and a lot of plans within a project, this does not help a person find the latest """"""""release"""""""" build for a specific plan.  Adding a REST endpoint to do this would be helpful:    [http://bamboo/browse/PROJECTKEY-PLANKEY/label/release]  """""""
CWD,CWD-3060,Suggestion,7,+3:openid; +2:authentication,KEEP,,"""Use OpenID Realm for approval requests""","""""""Crowd's OpenID approvals are based around the {{return_to}} URL. An OpenID 2 request may present a more general {{realm}} as well ([Realms|http://openid.net/specs/openid-authentication-2_0.html#realms]). If present, the user should be asked to approve the realm for this and future requests.    If a whitelist is present (CWD-3045) it should be treated as a list of realms. Any realm must either be directly present on the whitelist (if it's a pattern) or match something on the whitelist if it's "
