id,issue_key,project,issue_type,summary,description,status,priority,created,updated,text,comments,predicted_label,label_name,confidence
384814,MULE-14833,MULE,Bug,"""SFTP tests filing due to error during login in 3.8.x""","""""""Around 31 tests of SFTP transport are filing in 3.8.x branch due to an unexpected error thrown by JSch (Java Secure Channel) during login to the SFTP server.    This error could be evidenced in the following Jenkins builds:     - [Mule-3.8.x-CE-JDK8](https://muleesb.ci.cloudbees.com/job/Mule-3.8.x-CE-JDK8)   - [Mule-3.8.x-CE-JDK7](https://muleesb.ci.cloudbees.com/job/Mule-3.8.x-CE-JDK7)    After careful review of the history of the branch and a series of trials and error we were able to determine that the issue could be related to the upgrade BouncyCastle to 1.59 (---MULE-14382---: [PR|[https://github.com/mulesoft/mule/pull/6406]] )    Before this exact commit, the tests work perfectly         *Note*:     Reproducing this error locally could be quite tricky since it seems that the update to the BouncyCastle lib might be affecting the way how the host key provider file """"""""hostkey.ser"""""""" file gets generated. https://github.com/mulesoft/mule/blob/mule-3.8.x/tests/functional/src/main/java/org/mule/tck/util/sftp/SftpServer.java#L51    This file is generated on the SFTP module root path and it's not deleted during the Maven's clean lifecycle. Therefore, if you have run the test before the commit mentioned above, you won't be able to reproduce this bug unless you manually delete the file. It seems that this file does not get rewritten if it already exists.     """"""",Resolved,Major,2018-04-02 19:54:19,2018-10-03 15:59:25,"""SFTP tests filing due to error during login in 3.8.x"" [SEP] """"""Around 31 tests of SFTP transport are filing in 3.8.x branch due to an unexpected error thrown by JSch (Java Secure Channel) during login to the SFTP server.    This error could be evidenced in the following Jenkins builds:     - [Mule-3.8.x-CE-JDK8](https://muleesb.ci.cloudbees.com/job/Mule-3.8.x-CE-JDK8)   - [Mule-3.8.x-CE-JDK7](https://muleesb.ci.cloudbees.com/job/Mule-3.8.x-CE-JDK7)    After careful review of the history of the branch and a series of trials and error we were able to determine that the issue could be related to the upgrade BouncyCastle to 1.59 (---MULE-14382---: [PR|[https://github.com/mulesoft/mule/pull/6406]] )    Before this exact commit, the tests work perfectly         *Note*:     Reproducing this error locally could be quite tricky since it seems that the update to the BouncyCastle lib might be affecting the way how the host key provider file """"""""hostkey.ser"""""""" file gets generated. https://github.com/mulesoft/mule/blob/mule-3.8.x/tests/functional/src/main/java/org/mule/tck/util/sftp/SftpServer.java#L51    This file is generated on the SFTP module root path and it's not deleted during the Maven's clean lifecycle. Therefore, if you have run the test before the commit mentioned above, you won't be able to reproduce this bug unless you manually delete the file. It seems that this file does not get rewritten if it already exists.     """"""",,,,
384815,MULE-14832,MULE,Task,"""Release commons-httpclient 3.1-14-MULE-001""","""""""Release commons-httpclient 3.1-14""""""",Done,To be reviewed,2018-03-31 22:20:33,2018-09-12 14:48:42,"""Release commons-httpclient 3.1-14-MULE-001"" [SEP] """"""Release commons-httpclient 3.1-14""""""",,,,
384816,MULE-14831,MULE,Task,"""Release Jackson 1.9.14-MULE-002""","""""""Release Jackson 1.9.14-MULE-002""""""",Done,To be reviewed,2018-03-31 21:07:53,2018-09-12 14:44:35,"""Release Jackson 1.9.14-MULE-002"" [SEP] """"""Release Jackson 1.9.14-MULE-002""""""",,,,
384817,MULE-14829,MULE,Bug,"""HTTP listener does not close streams when NEVER is set""","""""""When the response streaming strategy is set to NEVER and a stream has to be sent as payload, the stream remains opened leading to a leak.""""""",Closed,To be reviewed,2018-03-29 05:41:42,2018-10-05 22:58:02,"""HTTP listener does not close streams when NEVER is set"" [SEP] """"""When the response streaming strategy is set to NEVER and a stream has to be sent as payload, the stream remains opened leading to a leak.""""""",,,,
384818,MULE-14828,MULE,Bug,"""Some services are not being stopped""","""""""When stopping the container (MuleServiceManager in particular), only the first service of multiple services that are both Startable and Stoppable is actually being stopped""""""",Closed,Critical,2018-03-29 02:31:18,2018-03-29 03:48:18,"""Some services are not being stopped"" [SEP] """"""When stopping the container (MuleServiceManager in particular), only the first service of multiple services that are both Startable and Stoppable is actually being stopped""""""",,,,
384819,MULE-14826,MULE,Bug,"""HttpResponseBuilder doesn't close stream after convert it to byte array.""","""""""HttpResponseBuilder code uses the IOUtils.toByteArray method that like the most of the apache common methods, doesn't close the stream that copies.  We should close the stream in our code. """"""",Closed,To be reviewed,2018-03-28 20:41:07,2018-10-05 22:58:17,"""HttpResponseBuilder doesn't close stream after convert it to byte array."" [SEP] """"""HttpResponseBuilder code uses the IOUtils.toByteArray method that like the most of the apache common methods, doesn't close the stream that copies.  We should close the stream in our code. """"""","""[~<USER>, Mule's transformers should be used for consistency. I'm closing this since I've already merged the other solution.""",,,
384820,MULE-14823,MULE,Enhancement Request,"""XML SDK: Customize ExpressionSupport on parameters and properties""","""""""We need to enable a way for the developer on an XML Module to declare if a parameter or property supports to be configured with a dynamic DW expression (like #[payload.name]).    This is not only important for the user to know what can be configured there, but also because many times a module is exposing a parameter of another component that is used internally.     For example, having a property:        That is passed on:        Then, the *http:request-connection* parameter *protocol* does not support expressions, while *http:request-config*'s *basePath* does, so I'd like to be able to communicate that my module's property *property_protocol* can't be assigned with an expression while *property_basePath* can.""""""",Open,To be reviewed,2018-03-28 19:15:27,2018-09-26 18:43:55,"""XML SDK: Customize ExpressionSupport on parameters and properties"" [SEP] """"""We need to enable a way for the developer on an XML Module to declare if a parameter or property supports to be configured with a dynamic DW expression (like #[payload.name]).    This is not only important for the user to know what can be configured there, but also because many times a module is exposing a parameter of another component that is used internally.     For example, having a property:        That is passed on:        Then, the *http:request-connection* parameter *protocol* does not support expressions, while *http:request-config*'s *basePath* does, so I'd like to be able to communicate that my module's property *property_protocol* can't be assigned with an expression while *property_basePath* can.""""""",,,,
384821,MULE-14822,MULE,Bug,"""ConfigurationException: Element 'tokenManagerConfig-MyConfigName' is not defined in the Mule Registry""","""""""When using oauth module in the context of lazy init (MUnit) the attribute definition for tokenManager on {{oauth:client-credentials-grant-type}} is not defined a simple reference parameter therefore the initialization of the tokenManager referenced entity is not being done and fails with a {{ConfigurationException: Element 'tokenManagerConfig-MyConfigName' is not defined in the Mule Registry}}.  The reason why it is not being marked as reference is that it is declared to support expressions on the operation parameter reference.  """"""",Resolved,Major,2018-03-28 19:07:20,2018-10-03 16:13:08,"""ConfigurationException: Element 'tokenManagerConfig-MyConfigName' is not defined in the Mule Registry"" [SEP] """"""When using oauth module in the context of lazy init (MUnit) the attribute definition for tokenManager on {{oauth:client-credentials-grant-type}} is not defined a simple reference parameter therefore the initialization of the tokenManager referenced entity is not being done and fails with a {{ConfigurationException: Element 'tokenManagerConfig-MyConfigName' is not defined in the Mule Registry}}.  The reason why it is not being marked as reference is that it is declared to support expressions on the operation parameter reference.  """"""",,,,
384822,MULE-14820,MULE,Task,"""Update License year to 2018""","""""""Update License year to 2018""""""",Done,To be reviewed,2018-03-27 22:01:56,2018-09-12 14:47:51,"""Update License year to 2018"" [SEP] """"""Update License year to 2018""""""",,,,
384823,MULE-14819,MULE,Enhancement Request,"""Review the use of <xsd:all> instead of <xsd:sequence> when defining the extension's xsd""","""""""Now, the xsd's are generated in such a way that the order of the child parameters matters when writting the xml. This is because a <xds:sequence>  is used to define multiple possible child elements.  Check if the use of <xsd:all> can still work while allowing the configuration with the child parameters in any order. """"""",Open,To be reviewed,2018-03-27 20:20:00,2018-11-16 13:38:57,"""Review the use of <xsd:all> instead of <xsd:sequence> when defining the extension's xsd"" [SEP] """"""Now, the xsd's are generated in such a way that the order of the child parameters matters when writting the xml. This is because a <xds:sequence>  is used to define multiple possible child elements.  Check if the use of <xsd:all> can still work while allowing the configuration with the child parameters in any order. """"""",,,,
